ID,Customer,Customer Name,invoice_date,POS Profile,Total Quantity,Price List,Net Total,Grand Total,Total Taxes and Charges,Mode of Payment
ACC-SINV-2023-02131,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,2,Standard Selling,1034.48,1200,165.52,M-PESA
ACC-SINV-2023-02130,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,10,Standard Selling,11206.9,13000,1793.1,Cash
ACC-SINV-2023-02129,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,4,Standard Selling,2068.97,2400,331.03,M-PESA
ACC-SINV-2023-02128,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,5,Standard Selling,2008.62,2330,321.38,Cash
ACC-SINV-2023-02127,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,2758.62,3200,441.38,Cash
ACC-SINV-2023-02126,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,2068.97,2400,331.03,M-PESA
ACC-SINV-2023-02125,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,1120.69,1300,179.31,Credit Card
ACC-SINV-2023-02124,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,2,Standard Selling,474.14,550,75.86,Bank Draft
ACC-SINV-2023-02123,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,50,Standard Selling,58189.66,67500,9310.34,Cheque
ACC-SINV-2023-02122,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,4,Standard Selling,5646.55,6550,903.45,Wire Transfer
ACC-SINV-2023-02121,INTEND GENERAL SUPPLIES LTD,INTEND GENERAL SUPPLIES LTD,2023-04-10,POS STATION ONE BEE CENTER,3,Standard Selling,6982.76,8100,1117.24,M-PESA
ACC-SINV-2023-02120,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,2,Standard Selling,4137.93,4800,662.07,Cash
ACC-SINV-2023-02119,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,11,Standard Selling,948.28,1100,151.72,Cash
ACC-SINV-2023-02118,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,5,Standard Selling,11120.69,12900,1779.31,Cash
ACC-SINV-2023-02117,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,1293.1,1500,206.9,M-PESA
ACC-SINV-2023-02116,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,86.21,100,13.79,M-PESA
ACC-SINV-2023-02115,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,2,Standard Selling,4051.72,4700,648.28,Cash
ACC-SINV-2023-02114,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,8,Standard Selling,6250,7250,1000,Cash
ACC-SINV-2023-02113,Walk in,Walk in,2023-04-17,POS STATION ONE BEE CENTER,4,Standard Selling,3405.17,3950,544.83,Cash
ACC-SINV-2023-02112,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,5,Standard Selling,15258.62,17700,2441.38,M-PESA
ACC-SINV-2023-02111,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,1034.48,1200,165.52,Cash
ACC-SINV-2023-02110,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,2413.79,2800,386.21,Cash
ACC-SINV-2023-02109,BONTMAN LTD,BONTMAN LTD,2023-04-10,POS STATION ONE BEE CENTER,8,Standard Selling,14827.59,17200,2372.41,Cash
ACC-SINV-2023-02108,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,4,Standard Selling,6810.34,7900,1089.66,Cash
ACC-SINV-2023-02107,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,29,Standard Selling,30689.66,35600,4910.34,Cash
ACC-SINV-2023-02106,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,3448.28,4000,551.72,Cash
ACC-SINV-2023-02105,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,11,Standard Selling,1810.34,2100,289.66,Cash
ACC-SINV-2023-02104,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,17,Standard Selling,16896.55,19600,2703.45,Cash
ACC-SINV-2023-02103,IBRAHIM,IBRAHIM,2023-04-10,POS STATION ONE BEE CENTER,4,Standard Selling,5301.72,6150,848.28,M-PESA
ACC-SINV-2023-02102,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,4,Standard Selling,1551.72,1800,248.28,Cash
ACC-SINV-2023-02101,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,13,Standard Selling,24224.14,28100,3875.86,M-PESA
ACC-SINV-2023-02100,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,4,Standard Selling,11034.48,12800,1765.52,Cash
ACC-SINV-2023-02099,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,23,Standard Selling,31250,36250,5000,Cash
ACC-SINV-2023-02098,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,8,Standard Selling,517.24,600,82.76,M-PESA
ACC-SINV-2023-02097,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,2758.62,3200,441.38,Cash
ACC-SINV-2023-02096,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,3,Standard Selling,1206.9,1400,193.1,Cash
ACC-SINV-2023-02095,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,5,Standard Selling,2198.28,2550,351.72,M-PESA
ACC-SINV-2023-02094,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,5,Standard Selling,1060.34,1230,169.66,M-PESA
ACC-SINV-2023-02093,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,2,Standard Selling,2931.03,3400,468.97,M-PESA
ACC-SINV-2023-02092,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,8,Standard Selling,10215.52,11850,1634.48,Cash
ACC-SINV-2023-02091,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,4,Standard Selling,11336.21,13150,1813.79,Cash
ACC-SINV-2023-02090,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,7,Standard Selling,8017.24,9300,1282.76,M-PESA
ACC-SINV-2023-02089,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,2,Standard Selling,4137.93,4800,662.07,Cash
ACC-SINV-2023-02088,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,3,Standard Selling,2844.83,3300,455.17,Cash
ACC-SINV-2023-02087,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,6,Standard Selling,4137.93,4800,662.07,Cash
ACC-SINV-2023-02086,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,301.72,350,48.28,Cash
ACC-SINV-2023-02085,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,1896.55,2200,303.45,Cash
ACC-SINV-2023-02084,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,2068.97,2400,331.03,Cash
ACC-SINV-2023-02083,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,2,Standard Selling,3793.1,4400,606.9,Cash
ACC-SINV-2023-02082,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,1,Standard Selling,1896.55,2200,303.45,Cash
ACC-SINV-2023-02081,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,2,Standard Selling,2155.17,2500,344.83,M-PESA
ACC-SINV-2023-02080,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,2,Standard Selling,431.03,500,68.97,M-PESA
ACC-SINV-2023-02079,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,4,Standard Selling,4051.72,4700,648.28,Cash
ACC-SINV-2023-02078,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,5,Standard Selling,1939.66,2250,310.34,M-PESA
ACC-SINV-2023-02077,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,2,Standard Selling,2931.03,3400,468.97,Cash
ACC-SINV-2023-02076,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,4,Standard Selling,8017.24,9300,1282.76,Cash
ACC-SINV-2023-02075,Walk in,Walk in,2023-04-10,POS STATION ONE BEE CENTER,2,Standard Selling,4137.93,4800,662.07,Cash
ACC-SINV-2023-02074,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,2155.17,2500,344.83,M-PESA
ACC-SINV-2023-02073,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,4,Standard Selling,5258.62,6100,841.38,Cash
ACC-SINV-2023-02072,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,4,Standard Selling,5775.86,6700,924.14,M-PESA
ACC-SINV-2023-02071,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,3,Standard Selling,2586.21,3000,413.79,Cash
ACC-SINV-2023-02070,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,4,Standard Selling,3232.76,3750,517.24,M-PESA
ACC-SINV-2023-02069,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,215.52,250,34.48,Credit Card
ACC-SINV-2023-02068,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,948.28,1100,151.72,Bank Draft
ACC-SINV-2023-02067,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,3,Standard Selling,2844.83,3300,455.17,Cheque
ACC-SINV-2023-02066,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,31,Standard Selling,68793.1,79800,11006.9,Wire Transfer
ACC-SINV-2023-02065,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,6,Standard Selling,17500,20300,2800,Cash
ACC-SINV-2023-02064,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,10,Standard Selling,10000,11600,1600,Cash
ACC-SINV-2023-02063,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,6,Standard Selling,11810.34,13700,1889.66,Cash
ACC-SINV-2023-02062,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,775.86,900,124.14,Credit Card
ACC-SINV-2023-02061,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,6,Standard Selling,10517.24,12200,1682.76,Cash
ACC-SINV-2023-02060,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,2327.59,2700,372.41,M-PESA
ACC-SINV-2023-02059,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,1465.52,1700,234.48,M-PESA
ACC-SINV-2023-02058,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,2155.17,2500,344.83,Cash
ACC-SINV-2023-02057,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,1982.76,2300,317.24,Cash
ACC-SINV-2023-02056,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,3,Standard Selling,1896.55,2200,303.45,Cash
ACC-SINV-2023-02055,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,7413.79,8600,1186.21,Cash
ACC-SINV-2023-02054,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,6,Standard Selling,3103.45,3600,496.55,Cash
ACC-SINV-2023-02053,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,7.5,Standard Selling,6508.62,7550,1041.38,Cash
ACC-SINV-2023-02052,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,10,Standard Selling,11637.93,13500,1862.07,M-PESA
ACC-SINV-2023-02051,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,6,Standard Selling,2715.52,3150,434.48,Cash
ACC-SINV-2023-02050,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,3448.28,4000,551.72,Credit Card
ACC-SINV-2023-02049,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,13,Standard Selling,9017.24,10460,1442.76,Cash
ACC-SINV-2023-02048,LOZAM LIMITED,LOZAM LIMITED,2023-04-08,POS STATION ONE BEE CENTER,16,Standard Selling,9051.72,10500,1448.28,Cash
ACC-SINV-2023-02047,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,862.07,1000,137.93,Cash
ACC-SINV-2023-02046,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,9,Standard Selling,6793.1,7880,1086.9,Cash
ACC-SINV-2023-02045,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,5,Standard Selling,10603.45,12300,1696.55,M-PESA
ACC-SINV-2023-02044,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,775.86,900,124.14,Cash
ACC-SINV-2023-02043,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,603.45,700,96.55,M-PESA
ACC-SINV-2023-02042,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,3,Standard Selling,1120.69,1300,179.31,Cash
ACC-SINV-2023-02041,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,732.76,850,117.24,Cash
ACC-SINV-2023-02040,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,5,Standard Selling,8362.07,9700,1337.93,M-PESA
ACC-SINV-2023-02039,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,1336.21,1550,213.79,Cash
ACC-SINV-2023-02038,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,3275.86,3800,524.14,M-PESA
ACC-SINV-2023-02037,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,948.28,1100,151.72,M-PESA
ACC-SINV-2023-02036,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,1034.48,1200,165.52,M-PESA
ACC-SINV-2023-02035,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,10,Standard Selling,45000,52200,7200,Cash
ACC-SINV-2023-02034,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,3965.52,4600,634.48,Cash
ACC-SINV-2023-02033,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,2241.38,2600,358.62,M-PESA
ACC-SINV-2023-02032,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,3,Standard Selling,1465.52,1700,234.48,Cash
ACC-SINV-2023-02031,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,1465.52,1700,234.48,Cash
ACC-SINV-2023-02030,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,14,Standard Selling,18706.9,21700,2993.1,Cash
ACC-SINV-2023-02029,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,2068.97,2400,331.03,Cash
ACC-SINV-2023-02028,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,19,Standard Selling,11637.93,13500,1862.07,M-PESA
ACC-SINV-2023-02027,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,905.17,1050,144.83,M-PESA
ACC-SINV-2023-02026,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,4310.34,5000,689.66,Cash
ACC-SINV-2023-02025,LABEL SOLUTION LTD,LABEL SOLUTION LTD,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,1120.69,1300,179.31,Cash
ACC-SINV-2023-02024,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,948.28,1100,151.72,Cash
ACC-SINV-2023-02023,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,3189.66,3700,510.34,M-PESA
ACC-SINV-2023-02022,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,3017.24,3500,482.76,Cash
ACC-SINV-2023-02021,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,10,Standard Selling,258.62,300,41.38,Credit Card
ACC-SINV-2023-02020,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,34,Standard Selling,77456.9,89850,12393.1,Cash
ACC-SINV-2023-02019,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,10,Standard Selling,36206.9,42000,5793.1,Cash
ACC-SINV-2023-02018,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,2284.48,2650,365.52,Cash
ACC-SINV-2023-02017,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,5000,5800,800,Cash
ACC-SINV-2023-02016,JOHN KARUKU MBURU,JOHN KARUKU MBURU,2023-04-08,POS STATION ONE BEE CENTER,27,Standard Selling,82068.97,95200,13131.03,Cash
ACC-SINV-2023-02015,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,44,Standard Selling,4137.93,4800,662.07,M-PESA
ACC-SINV-2023-02014,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,4,Standard Selling,7931.03,9200,1268.97,Cash
ACC-SINV-2023-02013,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,775.86,900,124.14,Cash
ACC-SINV-2023-02012,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,6,Standard Selling,1896.55,2200,303.45,Cash
ACC-SINV-2023-02011,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,2068.97,2400,331.03,Cash
ACC-SINV-2023-02010,Walk in,Walk in,2023-04-17,POS STATION ONE BEE CENTER,17,Standard Selling,9784.48,11350,1565.52,M-PESA
ACC-SINV-2023-02009,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,1034.48,1200,165.52,Cash
ACC-SINV-2023-02008,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,1120.69,1300,179.31,Cash
ACC-SINV-2023-02007,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,10,Standard Selling,2500,2900,400,Cash
ACC-SINV-2023-02006,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,10,Standard Selling,50834.48,58968,8133.52,M-PESA
ACC-SINV-2023-02005,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,301.72,350,48.28,Cash
ACC-SINV-2023-02004,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,6,Standard Selling,11758.62,13640,1881.38,Cash
ACC-SINV-2023-02003,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,7758.62,9000,1241.38,Cash
ACC-SINV-2023-02002,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,1551.72,1800,248.28,Cash
ACC-SINV-2023-02001,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,4,Standard Selling,2741.38,3180,438.62,M-PESA
ACC-SINV-2023-02000,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,3189.66,3700,510.34,M-PESA
ACC-SINV-2023-01999,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,2068.97,2400,331.03,M-PESA
ACC-SINV-2023-01998,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,689.66,800,110.34,Cash
ACC-SINV-2023-01997,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,5,Standard Selling,14302.07,16590.4,2288.33,M-PESA
ACC-SINV-2023-01996,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,646.55,750,103.45,Cash
ACC-SINV-2023-01995,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,3,Standard Selling,10086.21,11700,1613.79,Cash
ACC-SINV-2023-01994,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,172.41,200,27.59,Cash
ACC-SINV-2023-01993,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,3,Standard Selling,26551.72,30800,4248.28,Cash
ACC-SINV-2023-01992,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,4,Standard Selling,1206.9,1400,193.1,Cash
ACC-SINV-2023-01991,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,8,Standard Selling,19655.17,22800,3144.83,M-PESA
ACC-SINV-2023-01990,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,1551.72,1800,248.28,Credit Card
ACC-SINV-2023-01989,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,1206.9,1400,193.1,Bank Draft
ACC-SINV-2023-01988,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,5,Standard Selling,4956.9,5750,793.1,Cheque
ACC-SINV-2023-01987,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,2,Standard Selling,474.14,550,75.86,Wire Transfer
ACC-SINV-2023-01986,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,7,Standard Selling,3965.52,4600,634.48,Cash
ACC-SINV-2023-01985,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,9,Standard Selling,12068.97,14000,1931.03,Cash
ACC-SINV-2023-01984,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,2327.59,2700,372.41,M-PESA
ACC-SINV-2023-01983,Walk in,Walk in,2023-04-08,POS STATION ONE BEE CENTER,1,Standard Selling,2068.97,2400,331.03,Credit Card
ACC-SINV-2023-01982,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,2068.97,2400,331.03,Bank Draft
ACC-SINV-2023-01981,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,17,Standard Selling,16465.52,19100,2634.48,Cheque
ACC-SINV-2023-01980,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,2,Standard Selling,1379.31,1600,220.69,Wire Transfer
ACC-SINV-2023-01979,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,1724.14,2000,275.86,M-PESA
ACC-SINV-2023-01978,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,8,Standard Selling,18017.24,20900,2882.76,M-PESA
ACC-SINV-2023-01977,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,10775.86,12500,1724.14,Cash
ACC-SINV-2023-01976,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,1724.14,2000,275.86,Cash
ACC-SINV-2023-01975,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,4,Standard Selling,2198.28,2550,351.72,M-PESA
ACC-SINV-2023-01974,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,4,Standard Selling,4224.14,4900,675.86,M-PESA
ACC-SINV-2023-01973,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,2155.17,2500,344.83,Cash
ACC-SINV-2023-01972,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,9,Standard Selling,11931.03,13840,1908.97,M-PESA
ACC-SINV-2023-01971,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,6206.9,7200,993.1,M-PESA
ACC-SINV-2023-01970,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,4,Standard Selling,2327.59,2700,372.41,Cash
ACC-SINV-2023-01969,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,3017.24,3500,482.76,M-PESA
ACC-SINV-2023-01968,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,2,Standard Selling,862.07,1000,137.93,Credit Card
ACC-SINV-2023-01967,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,2,Standard Selling,10517.24,12200,1682.76,Bank Draft
ACC-SINV-2023-01966,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,3879.31,4500,620.69,Cheque
ACC-SINV-2023-01965,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,5,Standard Selling,4353.45,5050,696.55,Wire Transfer
ACC-SINV-2023-01964,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,36,Standard Selling,69827.59,81000,11172.41,Cash
ACC-SINV-2023-01963,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,732.76,850,117.24,M-PESA
ACC-SINV-2023-01962,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,9,Standard Selling,2077.59,2410,332.41,M-PESA
ACC-SINV-2023-01961,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,2,Standard Selling,13017.24,15100,2082.76,Cash
ACC-SINV-2023-01960,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,646.55,750,103.45,Cash
ACC-SINV-2023-01959,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,2155.17,2500,344.83,Cash
ACC-SINV-2023-01958,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,27,Standard Selling,34525.86,40050,5524.14,Cash
ACC-SINV-2023-01957,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,27,Standard Selling,36163.79,41950,5786.21,M-PESA
ACC-SINV-2023-01956,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,2,Standard Selling,258.62,300,41.38,M-PESA
ACC-SINV-2023-01955,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,2,Standard Selling,689.66,800,110.34,Cash
ACC-SINV-2023-01954,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,2,Standard Selling,12500,14500,2000,M-PESA
ACC-SINV-2023-01953,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,1034.48,1200,165.52,Credit Card
ACC-SINV-2023-01952,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,5,Standard Selling,2974.14,3450,475.86,Bank Draft
ACC-SINV-2023-01951,Nanaiyo,Nanaiyo,2023-04-07,POS STATION ONE BEE CENTER,17,Standard Selling,144913.79,168100,23186.21,Cheque
ACC-SINV-2023-01950,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,603.45,700,96.55,Wire Transfer
ACC-SINV-2023-01949,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,2155.17,2500,344.83,M-PESA
ACC-SINV-2023-01948,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,4,Standard Selling,10000,11600,1600,Cash
ACC-SINV-2023-01947,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,646.55,750,103.45,Credit Card
ACC-SINV-2023-01946,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,35,Standard Selling,38017.24,44100,6082.76,Cash
ACC-SINV-2023-01945,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,2,Standard Selling,1379.31,1600,220.69,Cash
ACC-SINV-2023-01944,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,14,Standard Selling,12456.9,14450,1993.1,M-PESA
ACC-SINV-2023-01943,Walk in,Walk in,2023-04-07,POS STATION ONE BEE CENTER,1,Standard Selling,2068.97,2400,331.03,Cash
