ID,Customer,Customer Name,invoice_date,POS Profile,Total Quantity,Price List,Net Total,Grand Total,Total Taxes and Charges,Mode of Payment
ACC-SINV-2023-01328,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,4,Standard Selling,11900,11900,0,M-PESA
ACC-SINV-2023-01327,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,20,Standard Selling,39000,39000,0,M-PESA
ACC-SINV-2023-01326,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,17,Standard Selling,32300,32300,0,Bank Draft
ACC-SINV-2023-01325,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,5000,5000,0,M-PESA
ACC-SINV-2023-01324,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,3,Standard Selling,7350,7350,0,M-PESA
ACC-SINV-2023-01323,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,5000,5000,0,Cash
ACC-SINV-2023-01322,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,13,Standard Selling,32500,32500,0,M-PESA
ACC-SINV-2023-01321,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,3550,3550,0,Cash
ACC-SINV-2023-01320,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,600,600,0,M-PESA
ACC-SINV-2023-01319,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,2550,2550,0,M-PESA
ACC-SINV-2023-01318,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,19,Standard Selling,34350,34350,0,Cash
ACC-SINV-2023-01317,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,1,Standard Selling,2400,2400,0,Cash
ACC-SINV-2023-01316,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,1,Standard Selling,2400,2400,0,Cash
ACC-SINV-2023-01315,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,5000,5000,0,M-PESA
ACC-SINV-2023-01314,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,31,Standard Selling,49900,49900,0,Cash
ACC-SINV-2023-01313,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,43,Standard Selling,27550,27550,0,Cash
ACC-SINV-2023-01312,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,4,Standard Selling,2400,2400,0,M-PESA
ACC-SINV-2023-01311,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,1,Standard Selling,2500,2500,0,M-PESA
ACC-SINV-2023-01310,Wafula Cst (kanjo),Wafula Cst (kanjo),2023-03-21,POS STATION ONE BEE CENTER,3,Standard Selling,10900,10900,0,M-PESA
ACC-SINV-2023-01309,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,1,Standard Selling,2400,2400,0,Cash
ACC-SINV-2023-01308,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,4,Standard Selling,3300,3300,0,Cash
ACC-SINV-2023-01307,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,1,Standard Selling,1600,1600,0,Cash
ACC-SINV-2023-01306,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,2500,2500,0,M-PESA
ACC-SINV-2023-01305,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,1,Standard Selling,2400,2400,0,M-PESA
ACC-SINV-2023-01304,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,10,Standard Selling,8200,8200,0,Cash
ACC-SINV-2023-01303,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,1050,1050,0,M-PESA
ACC-SINV-2023-01302,MUTALA,MUTALA ,2023-03-21,POS STATION ONE BEE CENTER,10,Standard Selling,6000,6000,0,Cash
ACC-SINV-2023-01301,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,5,Standard Selling,5550,5550,0,Cash
ACC-SINV-2023-01300,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,9,Standard Selling,2750,2750,0,Cash
ACC-SINV-2023-01299,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,6,Standard Selling,2500,2500,0,M-PESA
ACC-SINV-2023-01298,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,2700,2700,0,M-PESA
ACC-SINV-2023-01297,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,1800,1800,0,M-PESA
ACC-SINV-2023-01296,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,4,Standard Selling,39000,39000,0,Cash
ACC-SINV-2023-01295,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,1,Standard Selling,2000,2000,0,M-PESA
ACC-SINV-2023-01294,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,4,Standard Selling,580,580,0,M-PESA
ACC-SINV-2023-01293,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,16,Standard Selling,15840,15840,0,M-PESA
ACC-SINV-2023-01292,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,1700,1700,0,M-PESA
ACC-SINV-2023-01291,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,56,Standard Selling,88700,88700,0,M-PESA
ACC-SINV-2023-01290,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,4,Standard Selling,9400,9400,0,M-PESA
ACC-SINV-2023-01289,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,5000,5000,0,Cash
ACC-SINV-2023-01288,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,1600,1600,0,M-PESA
ACC-SINV-2023-01287,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,3,Standard Selling,8000,8000,0,M-PESA
ACC-SINV-2023-01286,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,5,Standard Selling,11100,11100,0,Cheque
ACC-SINV-2023-01285,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,99,Standard Selling,53100,53100,0,Cash
ACC-SINV-2023-01284,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,11,Standard Selling,28500,28500,0,M-PESA
ACC-SINV-2023-01283,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,3,Standard Selling,4300,4300,0,Cash
ACC-SINV-2023-01282,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,9,Standard Selling,2550,2550,0,M-PESA
ACC-SINV-2023-01281,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,3,Standard Selling,1950,1950,0,M-PESA
ACC-SINV-2023-01280,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,5,Standard Selling,2400,2400,0,M-PESA
ACC-SINV-2023-01279,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,1,Standard Selling,800,800,0,M-PESA
ACC-SINV-2023-01278,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,4900,4900,0,M-PESA
ACC-SINV-2023-01277,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,37,Standard Selling,129500,129500,0,M-PESA
ACC-SINV-2023-01276,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,6,Standard Selling,6400,6400,0,M-PESA
ACC-SINV-2023-01275,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,8,Standard Selling,18900,18900,0,Cash
ACC-SINV-2023-01274,ERICK TEAM KUBWA,ERICK TEAM KUBWA,2023-03-21,POS STATION ONE BEE CENTER,4,Standard Selling,9200,9200,0,M-PESA
ACC-SINV-2023-01273,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,6,Standard Selling,5310,5310,0,M-PESA
ACC-SINV-2023-01272,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,4800,4800,0,Cash
ACC-SINV-2023-01271,ERICK TEAM KUBWA,ERICK TEAM KUBWA,2023-03-21,POS STATION ONE BEE CENTER,3,Standard Selling,4300,4300,0,M-PESA
ACC-SINV-2023-01270,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,4,Standard Selling,8200,8200,0,M-PESA
ACC-SINV-2023-01269,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,5300,5300,0,Cash
ACC-SINV-2023-01268,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,32,Standard Selling,118000,118000,0,Cash
ACC-SINV-2023-01267,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,7,Standard Selling,7750,7750,0,Cash
ACC-SINV-2023-01266,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,3,Standard Selling,6600,6600,0,M-PESA
ACC-SINV-2023-01265,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,5000,5000,0,M-PESA
ACC-SINV-2023-01264,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,1,Standard Selling,2400,2400,0,Credit Card
ACC-SINV-2023-01263,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,9,Standard Selling,9250,9250,0,Cash
ACC-SINV-2023-01262,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,2,Standard Selling,800,800,0,Cash
ACC-SINV-2023-01261,Walk in,Walk in,2023-03-21,POS STATION ONE BEE CENTER,1,Standard Selling,800,800,0,Cash
ACC-SINV-2023-01260,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,2800,2800,0,M-PESA
ACC-SINV-2023-01259,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,10,Standard Selling,9450,9450,0,Cash
ACC-SINV-2023-01258,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,2400,2400,0,M-PESA
ACC-SINV-2023-01257,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,3,Standard Selling,3200,3200,0,M-PESA
ACC-SINV-2023-01256,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,2,Standard Selling,4800,4800,0,M-PESA
ACC-SINV-2023-01255,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,12,Standard Selling,12000,12000,0,M-PESA
ACC-SINV-2023-01254,Ken Oyoko,Ken Oyoko,2023-03-18,POS STATION ONE BEE CENTER,5,Standard Selling,500,500,0,Cash
ACC-SINV-2023-01253,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,12500,12500,0,M-PESA
ACC-SINV-2023-01252,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,100,100,0,Cash
ACC-SINV-2023-01251,Ken Oyoko,Ken Oyoko,2023-03-18,POS STATION ONE BEE CENTER,9,Standard Selling,14600,14600,0,Cash
ACC-SINV-2023-01250,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,2,Standard Selling,1500,1500,0,M-PESA
ACC-SINV-2023-01249,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,8,Standard Selling,21800,21800,0,M-PESA
ACC-SINV-2023-01248,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,800,800,0,M-PESA
ACC-SINV-2023-01247,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,2500,2500,0,Bank Draft
ACC-SINV-2023-01246,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,11,Standard Selling,37200,37200,0,Cash
ACC-SINV-2023-01245,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,8,Standard Selling,8080,8080,0,M-PESA
ACC-SINV-2023-01244,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,1300,1300,0,Cash
ACC-SINV-2023-01243,Walk in,Walk in,2023-03-19,POS STATION ONE BEE CENTER,1,Standard Selling,2500,2500,0,M-PESA
ACC-SINV-2023-01242,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,36,Standard Selling,11920,11920,0,M-PESA
ACC-SINV-2023-01241,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,2800,2800,0,M-PESA
ACC-SINV-2023-01240,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,2,Standard Selling,2850,2850,0,Cash
ACC-SINV-2023-01239,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,2400,2400,0,M-PESA
ACC-SINV-2023-01238,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,2,Standard Selling,2750,2750,0,M-PESA
ACC-SINV-2023-01237,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,2,Standard Selling,2650,2650,0,Cash
ACC-SINV-2023-01236,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,4,Standard Selling,4800,4800,0,M-PESA
ACC-SINV-2023-01235,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,2,Standard Selling,4100,4100,0,M-PESA
ACC-SINV-2023-01234,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,600,600,0,M-PESA
ACC-SINV-2023-01233,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,3,Standard Selling,3850,3850,0,Cash
ACC-SINV-2023-01232,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,4,Standard Selling,2300,2300,0,M-PESA
ACC-SINV-2023-01231,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,2700,2700,0,Cash
ACC-SINV-2023-01230,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,3,Standard Selling,2780,2780,0,Cash
ACC-SINV-2023-01229,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,4,Standard Selling,18650,18650,0,M-PESA
ACC-SINV-2023-01228,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,800,800,0,M-PESA
ACC-SINV-2023-01227,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,5,Standard Selling,3000,3000,0,M-PESA
ACC-SINV-2023-01226,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,2900,2900,0,Cash
ACC-SINV-2023-01225,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,16,Standard Selling,30500,30500,0,M-PESA
ACC-SINV-2023-01224,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,2,Standard Selling,1650,1650,0,Credit Card
ACC-SINV-2023-01223,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,45,Standard Selling,58500,58500,0,M-PESA
ACC-SINV-2023-01222,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,2,Standard Selling,1100,1100,0,M-PESA
ACC-SINV-2023-01221,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,5,Standard Selling,150,150,0,M-PESA
ACC-SINV-2023-01220,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,13,Standard Selling,8160,8160,0,Cash
ACC-SINV-2023-01219,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,32,Standard Selling,99400,99400,0,M-PESA
ACC-SINV-2023-01218,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,11,Standard Selling,26000,26000,0,Cash
ACC-SINV-2023-01217,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,2,Standard Selling,1600,1600,0,M-PESA
ACC-SINV-2023-01216,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,10,Standard Selling,4950,4950,0,M-PESA
ACC-SINV-2023-01215,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,12000,12000,0,M-PESA
ACC-SINV-2023-01214,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,4,Standard Selling,6850,6850,0,Cash
ACC-SINV-2023-01213,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,1,Standard Selling,900,900,0,M-PESA
ACC-SINV-2023-01212,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,2,Standard Selling,900,900,0,M-PESA
ACC-SINV-2023-01211,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,4,Standard Selling,1900,1900,0,M-PESA
ACC-SINV-2023-01210,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,4,Standard Selling,7750,7750,0,M-PESA
ACC-SINV-2023-01209,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,3,Standard Selling,600,600,0,Cash
ACC-SINV-2023-01208,Walk in,Walk in,2023-03-18,POS STATION ONE BEE CENTER,7,Standard Selling,14650,14650,0,Cash
ACC-SINV-2023-01207,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,2,Standard Selling,1250,1250,0,M-PESA
ACC-SINV-2023-01206,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,1,Standard Selling,2400,2400,0,Credit Card
ACC-SINV-2023-01205,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,12,Standard Selling,8300,8300,0,Bank Draft
ACC-SINV-2023-01204,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,1,Standard Selling,4100,4100,0,Cheque
ACC-SINV-2023-01203,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,4,Standard Selling,400,400,0,Wire Transfer
ACC-SINV-2023-01202,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,8,Standard Selling,5200,5200,0,M-PESA
ACC-SINV-2023-01201,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,2,Standard Selling,3800,3800,0,M-PESA
ACC-SINV-2023-01200,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,8,Standard Selling,4250,4250,0,Cash
ACC-SINV-2023-01199,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,8,Standard Selling,5200,5200,0,Cash
ACC-SINV-2023-01198,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,5,Standard Selling,3300,3300,0,Cash
ACC-SINV-2023-01197,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,1,Standard Selling,2500,2500,0,M-PESA
ACC-SINV-2023-01196,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,2,Standard Selling,3500,3500,0,Cash
ACC-SINV-2023-01195,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,3,Standard Selling,2700,2700,0,M-PESA
ACC-SINV-2023-01194,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,1,Standard Selling,2200,2200,0,M-PESA
ACC-SINV-2023-01193,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,3,Standard Selling,4100,4100,0,M-PESA
ACC-SINV-2023-01192,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,5,Standard Selling,3730,3730,0,Cash
ACC-SINV-2023-01191,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,1,Standard Selling,1550,1550,0,Credit Card
ACC-SINV-2023-01190,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,1,Standard Selling,200,200,0,M-PESA
ACC-SINV-2023-01189,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,2,Standard Selling,4800,4800,0,M-PESA
ACC-SINV-2023-01188,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,1,Standard Selling,750,750,0,M-PESA
ACC-SINV-2023-01187,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,3,Standard Selling,1600,1600,0,M-PESA
ACC-SINV-2023-01186,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,2,Standard Selling,2700,2700,0,Cash
ACC-SINV-2023-01185,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,7,Standard Selling,1300,1300,0,M-PESA
ACC-SINV-2023-01184,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,14,Standard Selling,21700,21700,0,Cash
ACC-SINV-2023-01183,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,6,Standard Selling,4950,4950,0,M-PESA
ACC-SINV-2023-01182,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,17,Standard Selling,11290,11290,0,M-PESA
ACC-SINV-2023-01181,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,1,Standard Selling,4000,4000,0,Cash
ACC-SINV-2023-01180,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,16,Standard Selling,10440,10440,0,Cash
ACC-SINV-2023-01179,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,15,Standard Selling,8050,8050,0,Cash
ACC-SINV-2023-01178,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,1.5,Standard Selling,800,800,0,Cash
ACC-SINV-2023-01177,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,3,Standard Selling,11700,11700,0,M-PESA
ACC-SINV-2023-01176,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,6,Standard Selling,8500,8500,0,Credit Card
ACC-SINV-2023-01175,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,2,Standard Selling,3050,3050,0,Bank Draft
ACC-SINV-2023-01174,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,3,Standard Selling,750,750,0,Cheque
ACC-SINV-2023-01173,BETTANA INDUSTRIES LTD,BETTANA INDUSTRIES LTD,2023-03-17,POS STATION ONE BEE CENTER,7,Standard Selling,21650,21650,0,Wire Transfer
ACC-SINV-2023-01172,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,2,Standard Selling,5200,5200,0,Cash
ACC-SINV-2023-01171,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,6,Standard Selling,9730,9730,0,M-PESA
ACC-SINV-2023-01170,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,2,Standard Selling,1600,1600,0,M-PESA
ACC-SINV-2023-01169,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,2,Standard Selling,3350,3350,0,Cash
ACC-SINV-2023-01168,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,3,Standard Selling,3900,3900,0,M-PESA
ACC-SINV-2023-01167,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,6,Standard Selling,6250,6250,0,Cash
ACC-SINV-2023-01166,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,12,Standard Selling,13260,13260,0,M-PESA
ACC-SINV-2023-01165,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,2,Standard Selling,3200,3200,0,Cash
ACC-SINV-2023-01164,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,75,Standard Selling,321700,321700,0,M-PESA
ACC-SINV-2023-01163,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,3,Standard Selling,6100,6100,0,Cash
ACC-SINV-2023-01162,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,2,Standard Selling,2000,2000,0,M-PESA
ACC-SINV-2023-01161,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,12,Standard Selling,4700,4700,0,Cash
ACC-SINV-2023-01160,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,1,Standard Selling,4700,4700,0,M-PESA
ACC-SINV-2023-01159,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,5,Standard Selling,7000,7000,0,M-PESA
ACC-SINV-2023-01158,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,8,Standard Selling,22500,22500,0,Bank Draft
ACC-SINV-2023-01157,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,3,Standard Selling,3000,3000,0,Cash
ACC-SINV-2023-01156,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,7,Standard Selling,6200,6200,0,M-PESA
ACC-SINV-2023-01155,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,20,Standard Selling,68000,68000,0,M-PESA
ACC-SINV-2023-01154,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,5,Standard Selling,20500,20500,0,M-PESA
ACC-SINV-2023-01153,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,3,Standard Selling,2700,2700,0,Cash
ACC-SINV-2023-01152,ERICK TEAM KUBWA,ERICK TEAM KUBWA,2023-03-17,POS STATION ONE BEE CENTER,5,Standard Selling,11800,11800,0,M-PESA
ACC-SINV-2023-01151,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,1,Standard Selling,2400,2400,0,Cash
ACC-SINV-2023-01150,Walk in,Walk in,2023-03-17,POS STATION ONE BEE CENTER,4,Standard Selling,400,400,0,M-PESA
ACC-SINV-2023-01149,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,6,Standard Selling,31200,31200,0,Cash
ACC-SINV-2023-01148,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,2,Standard Selling,350,350,0,Cash
ACC-SINV-2023-01147,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,6,Standard Selling,24500,24500,0,M-PESA
ACC-SINV-2023-01146,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,10,Standard Selling,8160,8160,0,Credit Card
ACC-SINV-2023-01145,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,1.5,Standard Selling,150,150,0,Bank Draft
ACC-SINV-2023-01144,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,1,Standard Selling,2500,2500,0,Cheque
ACC-SINV-2023-01143,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,11,Standard Selling,21000,21000,0,Wire Transfer
ACC-SINV-2023-01142,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,1,Standard Selling,1400,1400,0,Cash
ACC-SINV-2023-01141,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,2,Standard Selling,1650,1650,0,M-PESA
ACC-SINV-2023-01140,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,3,Standard Selling,300,300,0,Cash
ACC-SINV-2023-01139,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,5,Standard Selling,10700,10700,0,M-PESA
ACC-SINV-2023-01138,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,1,Standard Selling,1000,1000,0,M-PESA
ACC-SINV-2023-01137,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,1.5,Standard Selling,2450,2450,0,M-PESA
ACC-SINV-2023-01136,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,2,Standard Selling,2500,2500,0,Cash
ACC-SINV-2023-01135,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,4,Standard Selling,2250,2250,0,M-PESA
ACC-SINV-2023-01134,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,2,Standard Selling,6300,6300,0,Cash
ACC-SINV-2023-01133,Walk in,Walk in,2023-03-16,POS STATION ONE BEE CENTER,1,Standard Selling,2500,2500,0,Cash
ACC-SINV-2023-01132,Walk in,Walk in,2023-03-15,POS STATION ONE BEE CENTER,-1,Standard Selling,-1800,-1800,0,Cash
ACC-SINV-2023-01131,Walk in,Walk in,2023-03-15,POS STATION ONE BEE CENTER,1,Standard Selling,1800,1800,0,M-PESA
ACC-SINV-2023-01130,Walk in,Walk in,2023-03-15,POS STATION ONE BEE CENTER,5,Standard Selling,2250,2250,0,M-PESA
